# x(m), rho(kg/m3), u(m/s), p(Pa), T(K), Y_H2, Y_O2, Y_N2, Y_H2O
0.00000000e+00,8.41923587e+00,2.53414674e-02,1.86920554e+07,2.78675906e+03,1.18501936e-01,6.70627418e-07,6.00009375e-01,2.81488018e-01
1.00100100e-01,8.41923587e+00,-2.53414674e-02,1.86920554e+07,2.78675906e+03,1.18501936e-01,6.70627418e-07,6.00009375e-01,2.81488018e-01
2.00200200e-01,8.42080415e+00,-1.03026277e-01,1.86922611e+07,2.78627083e+03,1.18501919e-01,5.38013015e-07,6.00009375e-01,2.81488167e-01
3.00300300e-01,8.42517899e+00,-1.78728132e-01,1.86923146e+07,2.78483199e+03,1.18501922e-01,5.60578599e-07,6.00009375e-01,2.81488142e-01
4.00400400e-01,8.43344469e+00,-2.55583627e-01,1.86924097e+07,2.78211671e+03,1.18501922e-01,5.60701091e-07,6.00009375e-01,2.81488142e-01
5.00500501e-01,8.44612481e+00,-3.32182478e-01,1.86925354e+07,2.77795861e+03,1.18501922e-01,5.60692926e-07,6.00009375e-01,2.81488142e-01
6.00600601e-01,8.46045955e+00,-4.09855060e-01,1.86927163e+07,2.77327870e+03,1.18501922e-01,5.60687784e-07,6.00009375e-01,2.81488142e-01
7.00700701e-01,8.47230788e+00,-4.88358559e-01,1.86929498e+07,2.76943492e+03,1.18501922e-01,5.60682517e-07,6.00009375e-01,2.81488142e-01
8.00800801e-01,8.48080171e+00,-5.68216140e-01,1.86932427e+07,2.76670458e+03,1.18501922e-01,5.60677279e-07,6.00009375e-01,2.81488142e-01
9.00900901e-01,8.48672156e+00,-6.48684563e-01,1.86935796e+07,2.76482452e+03,1.18501922e-01,5.60671919e-07,6.00009375e-01,2.81488142e-01
1.00100100e+00,8.49075225e+00,-7.27415152e-01,1.86939239e+07,2.76356291e+03,1.18501922e-01,5.60666581e-07,6.00009375e-01,2.81488142e-01
1.10110110e+00,8.49346016e+00,-8.02868909e-01,1.86942606e+07,2.76273158e+03,1.18501922e-01,5.60661101e-07,6.00009375e-01,2.81488142e-01
1.20120120e+00,8.49527344e+00,-8.75021630e-01,1.86945754e+07,2.76218839e+03,1.18501922e-01,5.60655605e-07,6.00009375e-01,2.81488142e-01
1.30130130e+00,8.49649686e+00,-9.43777901e-01,1.86948581e+07,2.76183244e+03,1.18501922e-01,5.60649944e-07,6.00009375e-01,2.81488142e-01
1.40140140e+00,8.49733780e+00,-1.00912815e+00,1.86951026e+07,2.76159522e+03,1.18501922e-01,5.60644251e-07,6.00009375e-01,2.81488142e-01
1.50150150e+00,8.49793068e+00,-1.07142950e+00,1.86953041e+07,2.76143231e+03,1.18501922e-01,5.60638378e-07,6.00009375e-01,2.81488142e-01
1.60160160e+00,8.49836259e+00,-1.13092503e+00,1.86954679e+07,2.76131616e+03,1.18501922e-01,5.60632438e-07,6.00009375e-01,2.81488142e-01
1.70170170e+00,8.49868646e+00,-1.18854737e+00,1.86955956e+07,2.76122980e+03,1.18501922e-01,5.60626271e-07,6.00009375e-01,2.81488142e-01
1.80180180e+00,8.49893832e+00,-1.24460488e+00,1.86956997e+07,2.76116334e+03,1.18501922e-01,5.60619983e-07,6.00009375e-01,2.81488142e-01
1.90190190e+00,8.49913889e+00,-1.29983102e+00,1.86957831e+07,2.76111051e+03,1.18501922e-01,5.60613422e-07,6.00009375e-01,2.81488142e-01
2.00200200e+00,8.49930352e+00,-1.35425296e+00,1.86958539e+07,2.76106747e+03,1.18501922e-01,5.60606699e-07,6.00009375e-01,2.81488142e-01
2.10210210e+00,8.49944169e+00,-1.40793565e+00,1.86959149e+07,2.76103160e+03,1.18501922e-01,5.60599661e-07,6.00009375e-01,2.81488142e-01
2.20220220e+00,8.49956172e+00,-1.46058295e+00,1.86959735e+07,2.76100126e+03,1.18501922e-01,5.60592422e-07,6.00009375e-01,2.81488142e-01
2.30230230e+00,8.49967066e+00,-1.51229936e+00,1.86960376e+07,2.76097534e+03,1.18501922e-01,5.60584828e-07,6.00009375e-01,2.81488142e-01
2.40240240e+00,8.49977526e+00,-1.56350654e+00,1.86961172e+07,2.76095312e+03,1.18501922e-01,5.60577005e-07,6.00009375e-01,2.81488142e-01
2.50250250e+00,8.49987992e+00,-1.61464375e+00,1.86962220e+07,2.76093460e+03,1.18501922e-01,5.60568804e-07,6.00009375e-01,2.81488142e-01
2.60260260e+00,8.49998792e+00,-1.66622257e+00,1.86963613e+07,2.76092009e+03,1.18501922e-01,5.60560371e-07,6.00009375e-01,2.81488142e-01
2.70270270e+00,8.50010609e+00,-1.71946721e+00,1.86965535e+07,2.76091008e+03,1.18501922e-01,5.60551563e-07,6.00009375e-01,2.81488142e-01
2.80280280e+00,8.50024097e+00,-1.77566500e+00,1.86968153e+07,2.76090494e+03,1.18501922e-01,5.60542544e-07,6.00009375e-01,2.81488142e-01
2.90290290e+00,8.50039045e+00,-1.83436561e+00,1.86971364e+07,2.76090381e+03,1.18501922e-01,5.60533183e-07,6.00009375e-01,2.81488142e-01
3.00300300e+00,8.50054363e+00,-1.89366563e+00,1.86974837e+07,2.76090533e+03,1.18501922e-01,5.60523661e-07,6.00009375e-01,2.81488142e-01
3.10310310e+00,8.50069547e+00,-1.95297174e+00,1.86978422e+07,2.76090895e+03,1.18501922e-01,5.60513851e-07,6.00009375e-01,2.81488142e-01
3.20320320e+00,8.50085230e+00,-2.01378074e+00,1.86982277e+07,2.76091494e+03,1.18501922e-01,5.60503944e-07,6.00009375e-01,2.81488142e-01
3.30330330e+00,8.50100439e+00,-2.07437998e+00,1.86986106e+07,2.76092208e+03,1.18501922e-01,5.60493810e-07,6.00009375e-01,2.81488142e-01
3.40340340e+00,8.50113980e+00,-2.13246159e+00,1.86989523e+07,2.76092856e+03,1.18501922e-01,5.60483636e-07,6.00009375e-01,2.81488142e-01
3.50350350e+00,8.50125707e+00,-2.18783270e+00,1.86992427e+07,2.76093335e+03,1.18501922e-01,5.60473281e-07,6.00009375e-01,2.81488142e-01
3.60360360e+00,8.50136339e+00,-2.24068326e+00,1.86995023e+07,2.76093716e+03,1.18501922e-01,5.60462917e-07,6.00009375e-01,2.81488142e-01
3.70370370e+00,8.50146461e+00,-2.29309693e+00,1.86997485e+07,2.76094063e+03,1.18501922e-01,5.60452391e-07,6.00009375e-01,2.81488142e-01
3.80380380e+00,8.50156851e+00,-2.34583084e+00,1.87000054e+07,2.76094482e+03,1.18501922e-01,5.60441857e-07,6.00009375e-01,2.81488142e-01
3.90390390e+00,8.50166450e+00,-2.39625906e+00,1.87002431e+07,2.76094874e+03,1.18501922e-01,5.60431151e-07,6.00009375e-01,2.81488142e-01
4.00400400e+00,8.50173763e+00,-2.44201722e+00,1.87004168e+07,2.76095063e+03,1.18501922e-01,5.60420414e-07,6.00009375e-01,2.81488142e-01
4.10410410e+00,8.50179222e+00,-2.48383749e+00,1.87005391e+07,2.76095096e+03,1.18501922e-01,5.60409468e-07,6.00009375e-01,2.81488142e-01
4.20420420e+00,8.50184518e+00,-2.52422852e+00,1.87006601e+07,2.76095163e+03,1.18501922e-01,5.60398446e-07,6.00009375e-01,2.81488142e-01
4.30430430e+00,8.50192339e+00,-2.56966223e+00,1.87008612e+07,2.76095592e+03,1.18501922e-01,5.60387160e-07,6.00009375e-01,2.81488142e-01
4.40440440e+00,8.50204034e+00,-2.62286826e+00,1.87011840e+07,2.76096560e+03,1.18501922e-01,5.60375740e-07,6.00009375e-01,2.81488142e-01
4.50450450e+00,8.50211606e+00,-2.66832010e+00,1.87013814e+07,2.76097016e+03,1.18501922e-01,5.60363989e-07,6.00009375e-01,2.81488142e-01
4.60460460e+00,8.50216863e+00,-2.70557155e+00,1.87015079e+07,2.76097175e+03,1.18501922e-01,5.60352038e-07,6.00009375e-01,2.81488142e-01
4.70470470e+00,8.50222456e+00,-2.74796031e+00,1.87016477e+07,2.76097423e+03,1.18501922e-01,5.60339681e-07,6.00009375e-01,2.81488142e-01
4.80480480e+00,8.50241280e+00,-2.82072460e+00,1.87021919e+07,2.76099345e+03,1.18501922e-01,5.60327053e-07,6.00009375e-01,2.81488142e-01
4.90490490e+00,8.50261696e+00,-2.89746372e+00,1.87027840e+07,2.76101456e+03,1.18501922e-01,5.60313936e-07,6.00009375e-01,2.81488142e-01
5.00500501e+00,8.50265279e+00,-2.94545932e+00,1.87028716e+07,2.76101586e+03,1.18501922e-01,5.60300475e-07,6.00009375e-01,2.81488142e-01
