# x(m), rho(kg/m3), u(m/s), p(Pa), T(K), Y_H2, Y_O2, Y_N2, Y_H2O
0.00000000e+00,8.66991504e+00,-2.26073189e+00,1.94017994e+07,2.80893835e+03,1.18501935e-01,6.65244855e-07,6.00009375e-01,2.81488024e-01
1.00100100e-01,8.66991504e+00,2.26073189e+00,1.94017994e+07,2.80893835e+03,1.18501935e-01,6.65244855e-07,6.00009375e-01,2.81488024e-01
2.00200200e-01,8.66474759e+00,9.11730163e+00,1.93846703e+07,2.80813225e+03,1.18501920e-01,5.43545668e-07,6.00009375e-01,2.81488161e-01
3.00300300e-01,8.66672565e+00,1.61299165e+01,1.93849474e+07,2.80753146e+03,1.18501922e-01,5.60723181e-07,6.00009375e-01,2.81488142e-01
4.00400400e-01,8.66904735e+00,2.33104765e+01,1.93829000e+07,2.80648311e+03,1.18501922e-01,5.61843445e-07,6.00009375e-01,2.81488141e-01
5.00500501e-01,8.66988459e+00,3.07383972e+01,1.93745559e+07,2.80500406e+03,1.18501922e-01,5.61898469e-07,6.00009375e-01,2.81488141e-01
6.00600601e-01,8.67028665e+00,3.81658680e+01,1.93581078e+07,2.80249277e+03,1.18501922e-01,5.61903475e-07,6.00009375e-01,2.81488141e-01
7.00700701e-01,8.66894974e+00,4.53259473e+01,1.93297044e+07,2.79881234e+03,1.18501922e-01,5.61907742e-07,6.00009375e-01,2.81488141e-01
8.00800801e-01,8.66432968e+00,5.19634627e+01,1.92888361e+07,2.79438414e+03,1.18501922e-01,5.61912282e-07,6.00009375e-01,2.81488141e-01
9.00900901e-01,8.65579732e+00,5.79523183e+01,1.92372481e+07,2.78965773e+03,1.18501922e-01,5.61916676e-07,6.00009375e-01,2.81488141e-01
1.00100100e+00,8.64323987e+00,6.32489012e+01,1.91771412e+07,2.78498175e+03,1.18501922e-01,5.61920761e-07,6.00009375e-01,2.81488141e-01
1.10110110e+00,8.62644700e+00,6.78239423e+01,1.91097274e+07,2.78059403e+03,1.18501922e-01,5.61924490e-07,6.00009375e-01,2.81488141e-01
1.20120120e+00,8.60511088e+00,7.16414364e+01,1.90344935e+07,2.77651426e+03,1.18501922e-01,5.61927858e-07,6.00009375e-01,2.81488141e-01
1.30130130e+00,8.57913128e+00,7.46140876e+01,1.89499420e+07,2.77255152e+03,1.18501922e-01,5.61930892e-07,6.00009375e-01,2.81488141e-01
1.40140140e+00,8.54836002e+00,7.65816757e+01,1.88535569e+07,2.76837899e+03,1.18501922e-01,5.61933650e-07,6.00009375e-01,2.81488141e-01
1.50150150e+00,8.51175382e+00,7.75541611e+01,1.87402928e+07,2.76358210e+03,1.18501922e-01,5.61936165e-07,6.00009375e-01,2.81488141e-01
1.60160160e+00,8.47237012e+00,7.74606141e+01,1.86186643e+07,2.75840896e+03,1.18501922e-01,5.61938442e-07,6.00009375e-01,2.81488141e-01
1.70170170e+00,8.43032301e+00,7.67247228e+01,1.84893013e+07,2.75290571e+03,1.18501922e-01,5.61940432e-07,6.00009375e-01,2.81488141e-01
1.80180180e+00,8.38543242e+00,7.54017704e+01,1.83522225e+07,2.74712396e+03,1.18501922e-01,5.61942054e-07,6.00009375e-01,2.81488141e-01
1.90190190e+00,8.34121917e+00,7.42909352e+01,1.82179619e+07,2.74148143e+03,1.18501922e-01,5.61943216e-07,6.00009375e-01,2.81488141e-01
