# x(m), rho(kg/m3), u(m/s), p(Pa), T(K), Y_H2, Y_O2, Y_N2, Y_H2O
0.00000000e+00,4.05645034e+00,9.66419384e-03,8.56787327e+06,2.65119652e+03,1.18501925e-01,5.83339813e-07,6.00009375e-01,2.81488116e-01
1.00100100e-01,4.05645034e+00,-9.66419384e-03,8.56787327e+06,2.65119652e+03,1.18501925e-01,5.83339813e-07,6.00009375e-01,2.81488116e-01
2.00200200e-01,4.05649733e+00,-3.52422200e-02,8.56797728e+06,2.65119799e+03,1.18501925e-01,5.83339813e-07,6.00009375e-01,2.81488116e-01
3.00300300e-01,4.05629595e+00,2.97520690e-01,8.56875088e+06,2.65144866e+03,1.18507303e-01,5.83366288e-07,6.00036607e-01,2.81500892e-01
4.00400400e-01,4.05613518e+00,6.98086366e-01,8.56592138e+06,2.65087321e+03,1.18498585e-01,5.83323370e-07,5.99992462e-01,2.81480182e-01
5.00500501e-01,4.05580411e+00,9.27749311e-01,8.56445794e+06,2.65066923e+03,1.18497129e-01,5.83316205e-07,5.99985093e-01,2.81476725e-01
6.00600601e-01,4.05506476e+00,8.84754432e-01,8.56113483e+06,2.65021256e+03,1.18493162e-01,5.83296677e-07,5.99965007e-01,2.81467301e-01
7.00700701e-01,4.05416432e+00,8.00747208e-01,8.56036498e+06,2.65039387e+03,1.18500715e-01,5.83333858e-07,6.00003250e-01,2.81485243e-01
8.00800801e-01,4.05394886e+00,9.89798199e-01,8.55882467e+06,2.65012756e+03,1.18497597e-01,5.83318505e-07,5.99987458e-01,2.81477834e-01
9.00900901e-01,4.05436374e+00,1.03110357e+00,8.56107464e+06,2.65045616e+03,1.18501925e-01,5.83339813e-07,6.00009375e-01,2.81488116e-01
1.00100100e+00,4.05453294e+00,1.22371784e+00,8.56146049e+06,2.65046500e+03,1.18501925e-01,5.83339813e-07,6.00009375e-01,2.81488116e-01
1.10110110e+00,4.05457359e+00,1.58782448e+00,8.56039759e+06,2.65020321e+03,1.18497729e-01,5.83319158e-07,5.99988130e-01,2.81478150e-01
1.20120120e+00,4.05568818e+00,1.72874255e+00,8.56159570e+06,2.65001378e+03,1.18490213e-01,5.83282160e-07,5.99950075e-01,2.81460296e-01
1.30130130e+00,4.05673226e+00,1.97501956e+00,8.56499663e+06,2.65035035e+03,1.18491724e-01,5.83289597e-07,5.99957724e-01,2.81463885e-01
1.40140140e+00,4.05682418e+00,2.76999803e+00,8.56794564e+06,2.65097460e+03,1.18501925e-01,5.83339813e-07,6.00009375e-01,2.81488116e-01
1.50150150e+00,4.05908329e+00,3.61589899e+00,8.57506519e+06,2.65165598e+03,1.18503927e-01,5.83349669e-07,6.00019513e-01,2.81492872e-01
1.60160160e+00,4.06143991e+00,4.20964219e+00,8.57999409e+06,2.65180720e+03,1.18496485e-01,5.83313032e-07,5.99981829e-01,2.81475193e-01
1.70170170e+00,4.06332874e+00,4.21552363e+00,8.58276475e+06,2.65166479e+03,1.18486012e-01,5.83261479e-07,5.99928803e-01,2.81450317e-01
1.80180180e+00,4.06519257e+00,4.08501662e+00,8.58956649e+06,2.65243539e+03,1.18491109e-01,5.83286570e-07,5.99954611e-01,2.81462424e-01
1.90190190e+00,4.06638789e+00,4.35750955e+00,8.59461129e+06,2.65308298e+03,1.18496919e-01,5.83315169e-07,5.99984027e-01,2.81476225e-01
2.00200200e+00,4.06658375e+00,4.69106954e+00,8.59882010e+06,2.65394642e+03,1.18510668e-01,5.83382853e-07,6.00053645e-01,2.81508885e-01
2.10210210e+00,4.06579196e+00,5.26091828e+00,8.59423234e+06,2.65324276e+03,1.18501925e-01,5.83339813e-07,6.00009375e-01,2.81488116e-01
2.20220220e+00,4.06510664e+00,5.53619833e+00,8.59226414e+06,2.65308233e+03,1.18501925e-01,5.83339813e-07,6.00009375e-01,2.81488116e-01
2.30230230e+00,4.06521095e+00,5.77984900e+00,8.59000861e+06,2.65253700e+03,1.18492133e-01,5.83291611e-07,5.99959795e-01,2.81464857e-01
2.40240240e+00,4.06557065e+00,5.65150044e+00,8.59028626e+06,2.65245474e+03,1.18489154e-01,5.83276944e-07,5.99944710e-01,2.81457779e-01
2.50250250e+00,4.06570242e+00,5.91044691e+00,8.59404484e+06,2.65324331e+03,1.18501925e-01,5.83339813e-07,6.00009375e-01,2.81488116e-01
2.60260260e+00,4.06541849e+00,6.64582826e+00,8.59322684e+06,2.65317605e+03,1.18501925e-01,5.83339813e-07,6.00009375e-01,2.81488116e-01
2.70270270e+00,4.06552307e+00,7.53190696e+00,8.59396594e+06,2.65329975e+03,1.18503544e-01,5.83347781e-07,6.00017571e-01,2.81491961e-01
2.80280280e+00,4.06706838e+00,8.20699186e+00,8.59911145e+06,2.65382617e+03,1.18505931e-01,5.83359532e-07,6.00029658e-01,2.81497632e-01
2.90290290e+00,4.07013680e+00,9.26414207e+00,8.61160292e+06,2.65537823e+03,1.18519294e-01,5.83425314e-07,6.00097319e-01,2.81529375e-01
3.00300300e+00,4.07196873e+00,9.87245271e+00,8.61178598e+06,2.65468024e+03,1.18499641e-01,5.83328567e-07,5.99997808e-01,2.81482690e-01
3.10310310e+00,4.07216515e+00,1.00850183e+01,8.61528808e+06,2.65538444e+03,1.18510675e-01,5.83382885e-07,6.00053678e-01,2.81508901e-01
3.20320320e+00,4.07244819e+00,1.03152896e+01,8.61150258e+06,2.65442635e+03,1.18493123e-01,5.83296483e-07,5.99964807e-01,2.81467208e-01
3.30330330e+00,4.07329129e+00,1.01501456e+01,8.61693478e+06,2.65530101e+03,1.18504279e-01,5.83351399e-07,6.00021292e-01,2.81493707e-01
3.40340340e+00,4.07426143e+00,1.05005848e+01,8.61919532e+06,2.65541791e+03,1.18501925e-01,5.83339813e-07,6.00009375e-01,2.81488116e-01
3.50350350e+00,4.07510836e+00,1.11146292e+01,8.62304583e+06,2.65593915e+03,1.18506963e-01,5.83364611e-07,6.00034882e-01,2.81500083e-01
3.60360360e+00,4.07512467e+00,1.15793597e+01,8.62181545e+06,2.65566245e+03,1.18501925e-01,5.83339813e-07,6.00009375e-01,2.81488116e-01
