# x(m), rho(kg/m3), u(m/s), p(Pa), T(K), Y_H2, Y_O2, Y_N2, Y_H2O
0.00000000e+00,4.11425630e+00,-1.22664993e-01,8.73777638e+06,2.66578201e+03,1.18501925e-01,5.83339813e-07,6.00009375e-01,2.81488116e-01
1.00100100e-01,4.11425630e+00,1.22664993e-01,8.73777638e+06,2.66578201e+03,1.18501925e-01,5.83339813e-07,6.00009375e-01,2.81488116e-01
2.00200200e-01,4.11388251e+00,4.97333766e-01,8.73656303e+06,2.66565401e+03,1.18501925e-01,5.83339813e-07,6.00009375e-01,2.81488116e-01
3.00300300e-01,4.11374785e+00,-1.37388005e-02,8.73246268e+06,2.66477527e+03,1.18489246e-01,5.83277400e-07,5.99945179e-01,2.81457999e-01
4.00400400e-01,4.11389608e+00,-8.61627503e-01,8.73345382e+06,2.66490866e+03,1.18492494e-01,5.83293386e-07,5.99961622e-01,2.81465714e-01
5.00500501e-01,4.11469828e+00,-2.76643316e+00,8.72708892e+06,2.66315583e+03,1.18460969e-01,5.83138203e-07,5.99802004e-01,2.81390830e-01
6.00600601e-01,4.11545043e+00,-4.27121485e+00,8.74234239e+06,2.66619060e+03,1.18511283e-01,5.83385878e-07,6.00056756e-01,2.81510345e-01
7.00700701e-01,4.11773213e+00,-4.94550685e+00,8.74365542e+06,2.66552656e+03,1.18492915e-01,5.83295461e-07,5.99963756e-01,2.81466715e-01
8.00800801e-01,4.11964649e+00,-4.87041731e+00,8.75565044e+06,2.66738091e+03,1.18517882e-01,5.83418363e-07,6.00090170e-01,2.81526020e-01
9.00900901e-01,4.12025450e+00,-3.90434433e+00,8.75302315e+06,2.66654603e+03,1.18501925e-01,5.83339813e-07,6.00009375e-01,2.81488116e-01
1.00100100e+00,4.11969164e+00,-3.13297888e+00,8.75132464e+06,2.66639284e+03,1.18501925e-01,5.83339813e-07,6.00009375e-01,2.81488116e-01
1.10110110e+00,4.11619791e+00,-1.78628049e+00,8.74020249e+06,2.66533738e+03,1.18498680e-01,5.83323839e-07,5.99992945e-01,2.81480408e-01
1.20120120e+00,4.11201337e+00,-1.72717482e+00,8.73089661e+06,2.66496815e+03,1.18509389e-01,5.83376555e-07,6.00047167e-01,2.81505846e-01
