# x(m), rho(kg/m3), u(m/s), p(Pa), T(K), Y_H2, Y_O2, Y_N2, Y_H2O
0.00000000e+00,4.03517390e+00,1.57799551e-01,8.50545449e+06,2.64575923e+03,1.18501925e-01,5.83339813e-07,6.00009375e-01,2.81488116e-01
1.00100100e-01,4.03517390e+00,-1.57799551e-01,8.50545449e+06,2.64575923e+03,1.18501925e-01,5.83339813e-07,6.00009375e-01,2.81488116e-01
2.00200200e-01,4.03542320e+00,-5.53610451e-01,8.50617867e+06,2.64582104e+03,1.18501925e-01,5.83339813e-07,6.00009375e-01,2.81488116e-01
3.00300300e-01,4.03575075e+00,-7.75924407e-01,8.50565214e+06,2.64556847e+03,1.18496284e-01,5.83312044e-07,5.99980813e-01,2.81474717e-01
4.00400400e-01,4.03619290e+00,-7.75837441e-01,8.50854512e+06,2.64603900e+03,1.18502525e-01,5.83342768e-07,6.00012415e-01,2.81489543e-01
5.00500501e-01,4.03683859e+00,-6.85181781e-01,8.50970278e+06,2.64603540e+03,1.18499853e-01,5.83329614e-07,5.99998885e-01,2.81483195e-01
6.00600601e-01,4.03760155e+00,-6.68937926e-01,8.51258360e+06,2.64637198e+03,1.18502496e-01,5.83342623e-07,6.00012266e-01,2.81489473e-01
7.00700701e-01,4.03851959e+00,-8.61548723e-01,8.51378593e+06,2.64626735e+03,1.18496976e-01,5.83315452e-07,5.99984318e-01,2.81476361e-01
8.00800801e-01,4.03932391e+00,-1.19605863e+00,8.51689175e+06,2.64663750e+03,1.18500025e-01,5.83330459e-07,5.99999754e-01,2.81483603e-01
9.00900901e-01,4.04054730e+00,-1.32937060e+00,8.52091956e+06,2.64704498e+03,1.18501925e-01,5.83339813e-07,6.00009375e-01,2.81488116e-01
1.00100100e+00,4.04191287e+00,-1.02873745e+00,8.52486828e+06,2.64737693e+03,1.18501925e-01,5.83339813e-07,6.00009375e-01,2.81488116e-01
1.10110110e+00,4.04497142e+00,-5.57785925e-01,8.53627896e+06,2.64869996e+03,1.18511592e-01,5.83387401e-07,6.00058323e-01,2.81511080e-01
1.20120120e+00,4.04821878e+00,-1.60274478e-01,8.53987995e+06,2.64819049e+03,1.18489270e-01,5.83277518e-07,5.99945300e-01,2.81458056e-01
1.30130130e+00,4.05007497e+00,3.18705007e-02,8.55065956e+06,2.64985725e+03,1.18509872e-01,5.83378934e-07,6.00049615e-01,2.81506994e-01
1.40140140e+00,4.05058800e+00,1.58274992e-01,8.55005165e+06,2.64951094e+03,1.18501925e-01,5.83339813e-07,6.00009375e-01,2.81488116e-01
1.50150150e+00,4.05102344e+00,3.64829209e-01,8.55227228e+06,2.64983124e+03,1.18505635e-01,5.83358075e-07,6.00028159e-01,2.81496929e-01
1.60160160e+00,4.05129582e+00,4.56406244e-01,8.54975852e+06,2.64915560e+03,1.18493051e-01,5.83296128e-07,5.99964442e-01,2.81467037e-01
1.70170170e+00,4.05106884e+00,4.66300834e-01,8.54902986e+06,2.64908326e+03,1.18492826e-01,5.83295023e-07,5.99963306e-01,2.81466503e-01
1.80180180e+00,4.05085796e+00,2.96766392e-01,8.54538574e+06,2.64834966e+03,1.18481294e-01,5.83238254e-07,5.99904914e-01,2.81439110e-01
1.90190190e+00,4.05062904e+00,2.47708925e-01,8.54806639e+06,2.64904384e+03,1.18494099e-01,5.83301289e-07,5.99969751e-01,2.81469527e-01
2.00200200e+00,4.05012719e+00,3.02955372e-01,8.54346451e+06,2.64821361e+03,1.18482116e-01,5.83242300e-07,5.99909075e-01,2.81441062e-01
2.10210210e+00,4.04978789e+00,6.38817026e-02,8.54380999e+06,2.64842888e+03,1.18487202e-01,5.83267337e-07,5.99934828e-01,2.81453144e-01
2.20220220e+00,4.05019055e+00,-7.13302567e-01,8.54037193e+06,2.64749374e+03,1.18469578e-01,5.83180582e-07,5.99845594e-01,2.81411280e-01
2.30230230e+00,4.05017664e+00,-1.35835988e+00,8.54776461e+06,2.64916032e+03,1.18497941e-01,5.83320200e-07,5.99989202e-01,2.81478652e-01
2.40240240e+00,4.05031919e+00,-1.59260401e+00,8.54368638e+06,2.64818778e+03,1.18480732e-01,5.83235486e-07,5.99902067e-01,2.81437774e-01
2.50250250e+00,4.05036362e+00,-1.48227032e+00,8.55186666e+06,2.65000776e+03,1.18511424e-01,5.83386573e-07,6.00057471e-01,2.81510680e-01
2.60260260e+00,4.05062127e+00,-1.15129718e+00,8.54832018e+06,2.64910820e+03,1.18494966e-01,5.83305554e-07,5.99974137e-01,2.81471585e-01
2.70270270e+00,4.05065499e+00,-1.12390903e+00,8.55262380e+06,2.65006160e+03,1.18510983e-01,5.83384403e-07,6.00055239e-01,2.81509633e-01
2.80280280e+00,4.05011913e+00,-7.99254890e-01,8.54882718e+06,2.64942750e+03,1.18502403e-01,5.83342164e-07,6.00011793e-01,2.81489251e-01
2.90290290e+00,4.04882106e+00,-6.49662267e-01,8.54515128e+06,2.64912962e+03,1.18502748e-01,5.83343862e-07,6.00013540e-01,2.81490070e-01
3.00300300e+00,4.04656482e+00,-4.43448871e-01,8.54114331e+06,2.64914510e+03,1.18512515e-01,5.83391945e-07,6.00062997e-01,2.81513273e-01
3.10310310e+00,4.04464319e+00,-3.79581120e-01,8.53630901e+06,2.64883810e+03,1.18515446e-01,5.83406370e-07,6.00077834e-01,2.81520233e-01
3.20320320e+00,4.04408606e+00,-4.15793274e-01,8.53126581e+06,2.64792972e+03,1.18502384e-01,5.83342070e-07,6.00011697e-01,2.81489206e-01
3.30330330e+00,4.04419706e+00,-3.12084678e-01,8.53588306e+06,2.64892147e+03,1.18518875e-01,5.83423250e-07,6.00095196e-01,2.81528379e-01
3.40340340e+00,4.04428809e+00,-2.33941528e-01,8.53168557e+06,2.64793797e+03,1.18501925e-01,5.83339813e-07,6.00009375e-01,2.81488116e-01
3.50350350e+00,4.04438725e+00,2.52923471e-02,8.53570391e+06,2.64879547e+03,1.18516451e-01,5.83411320e-07,6.00082926e-01,2.81522622e-01
3.60360360e+00,4.04493702e+00,1.17995297e-01,8.52980629e+06,2.64723818e+03,1.18488129e-01,5.83271900e-07,5.99939522e-01,2.81455345e-01
3.70370370e+00,4.04558121e+00,1.44364169e-01,8.53485747e+06,2.64809613e+03,1.18501012e-01,5.83335318e-07,6.00004752e-01,2.81485948e-01
3.80380380e+00,4.04597732e+00,-1.67267223e-01,8.52681132e+06,2.64609614e+03,1.18467179e-01,5.83168770e-07,5.99833444e-01,2.81405580e-01
3.90390390e+00,4.04661731e+00,-7.15117444e-02,8.53646613e+06,2.64795713e+03,1.18499220e-01,5.83326497e-07,5.99995679e-01,2.81481691e-01
4.00400400e+00,4.04846617e+00,-6.11644128e-02,8.53020336e+06,2.64572092e+03,1.18458245e-01,5.83124794e-07,5.99788212e-01,2.81384360e-01
4.10410410e+00,4.05078700e+00,1.96745977e-01,8.54327564e+06,2.64761587e+03,1.18486942e-01,5.83266057e-07,5.99933511e-01,2.81452526e-01
4.20420420e+00,4.05324681e+00,-1.49848044e-01,8.53248069e+06,2.64408412e+03,1.18423380e-01,5.82953166e-07,5.99611679e-01,2.81301541e-01
