# x(m), rho(kg/m3), u(m/s), p(Pa), T(K), Y_H2, Y_O2, Y_N2, Y_H2O
0.00000000e+00,2.93796271e+00,-1.55857006e+00,5.48918242e+06,2.34518136e+03,1.18501925e-01,5.83339813e-07,6.00009375e-01,2.81488116e-01
1.00100100e-01,2.93796271e+00,1.55857006e+00,5.48918242e+06,2.34518136e+03,1.18501925e-01,5.83339813e-07,6.00009375e-01,2.81488116e-01
2.00200200e-01,2.93914492e+00,5.68852827e+00,5.49222207e+06,2.34553619e+03,1.18501925e-01,5.83339813e-07,6.00009375e-01,2.81488116e-01
3.00300300e-01,2.94372179e+00,8.97164077e+00,5.50938748e+06,2.34857776e+03,1.18533762e-01,5.83496532e-07,6.00170573e-01,2.81563741e-01
4.00400400e-01,2.94707103e+00,1.04967722e+01,5.50835564e+06,2.34660343e+03,1.18476475e-01,5.83214532e-07,5.99880514e-01,2.81427663e-01
5.00500501e-01,2.94749242e+00,1.06209783e+01,5.51373084e+06,2.34805310e+03,1.18501925e-01,5.83339813e-07,6.00009375e-01,2.81488116e-01
6.00600601e-01,2.94379252e+00,1.36967269e+01,5.50686355e+06,2.34775936e+03,1.18517913e-01,5.83418513e-07,6.00090324e-01,2.81526093e-01
7.00700701e-01,2.93914694e+00,1.81356247e+01,5.49311090e+06,2.34580298e+03,1.18507542e-01,5.83367464e-07,6.00037816e-01,2.81501459e-01
8.00800801e-01,2.93479183e+00,2.42047060e+01,5.49162043e+06,2.34749736e+03,1.18565559e-01,5.83653059e-07,6.00331573e-01,2.81639272e-01
9.00900901e-01,2.93188895e+00,2.80708254e+01,5.45963458e+06,2.33901518e+03,1.18419568e-01,5.82934402e-07,5.99592379e-01,2.81292487e-01
1.00100100e+00,2.93230849e+00,3.03475313e+01,5.46626397e+06,2.34086185e+03,1.18452877e-01,5.83098367e-07,5.99761030e-01,2.81371608e-01
1.10110110e+00,2.93464350e+00,3.27970720e+01,5.47533095e+06,2.34251584e+03,1.18471242e-01,5.83188773e-07,5.99854019e-01,2.81415233e-01
1.20120120e+00,2.93981033e+00,3.62696041e+01,5.49392581e+06,2.34571748e+03,1.18502696e-01,5.83343607e-07,6.00013277e-01,2.81489947e-01
1.30130130e+00,2.94471523e+00,4.03769401e+01,5.50491543e+06,2.34668677e+03,1.18492996e-01,5.83295856e-07,5.99964162e-01,2.81466905e-01
1.40140140e+00,2.94237156e+00,4.43370565e+01,5.51466542e+06,2.35085492e+03,1.18586781e-01,5.83757526e-07,6.00439025e-01,2.81689682e-01
1.50150150e+00,2.93493166e+00,4.95468857e+01,5.47125973e+06,2.34111268e+03,1.18442476e-01,5.83047169e-07,5.99708368e-01,2.81346902e-01
1.60160160e+00,2.93390137e+00,5.42836673e+01,5.47263489e+06,2.34204156e+03,1.18466845e-01,5.83167128e-07,5.99831756e-01,2.81404788e-01
1.70170170e+00,2.94090133e+00,5.77704985e+01,5.49648961e+06,2.34595679e+03,1.18501925e-01,5.83339813e-07,6.00009375e-01,2.81488116e-01
1.80180180e+00,2.94847028e+00,5.96825554e+01,5.50807261e+06,2.34579774e+03,1.18454836e-01,5.83108010e-07,5.99770948e-01,2.81376261e-01
1.90190190e+00,2.95114932e+00,5.89852952e+01,5.51817076e+06,2.34758979e+03,1.18473766e-01,5.83201199e-07,5.99866800e-01,2.81421229e-01
2.00200200e+00,2.94817928e+00,6.07903366e+01,5.52375103e+06,2.35077778e+03,1.18552055e-01,5.83586581e-07,6.00263195e-01,2.81607193e-01
2.10210210e+00,2.93928115e+00,6.67774515e+01,5.49857566e+06,2.34740588e+03,1.18539023e-01,5.83522431e-07,6.00197212e-01,2.81576238e-01
2.20220220e+00,2.93572780e+00,7.26804167e+01,5.48688627e+06,2.34553773e+03,1.18524520e-01,5.83451038e-07,6.00123779e-01,2.81541788e-01
2.30230230e+00,2.94052836e+00,7.48535910e+01,5.48494700e+06,2.34255791e+03,1.18439668e-01,5.83033346e-07,5.99694151e-01,2.81340232e-01
2.40240240e+00,2.94477392e+00,7.47379652e+01,5.50126284e+06,2.34551108e+03,1.18471368e-01,5.83189393e-07,5.99854657e-01,2.81415532e-01
2.50250250e+00,2.94533947e+00,7.51619970e+01,5.50466375e+06,2.34627781e+03,1.18483114e-01,5.83247212e-07,5.99914128e-01,2.81443432e-01
2.60260260e+00,2.93945186e+00,7.96059635e+01,5.50680375e+06,2.34984820e+03,1.18586130e-01,5.83754322e-07,6.00435729e-01,2.81688136e-01
2.70270270e+00,2.93581597e+00,8.30006346e+01,5.46646847e+06,2.33915848e+03,1.18401943e-01,5.82847637e-07,5.99503135e-01,2.81250619e-01
2.80280280e+00,2.93721270e+00,8.25774777e+01,5.47272550e+06,2.34040609e+03,1.18417941e-01,5.82926390e-07,5.99584139e-01,2.81288621e-01
2.90290290e+00,2.94425793e+00,8.31360411e+01,5.51084803e+06,2.34871290e+03,1.18536774e-01,5.83511360e-07,6.00185825e-01,2.81570896e-01
3.00300300e+00,2.95303238e+00,8.71057668e+01,5.52423424e+06,2.34851146e+03,1.18481801e-01,5.83240751e-07,5.99907483e-01,2.81440315e-01
3.10310310e+00,2.95596701e+00,8.93520212e+01,5.54224204e+06,2.35261051e+03,1.18543113e-01,5.83542566e-07,6.00217923e-01,2.81585954e-01
3.20320320e+00,2.95051197e+00,9.40806486e+01,5.52193534e+06,2.34904808e+03,1.18506586e-01,5.83362755e-07,6.00032972e-01,2.81499187e-01
3.30330330e+00,2.94514603e+00,9.90571477e+01,5.51524642e+06,2.34963132e+03,1.18549253e-01,5.83572790e-07,6.00249010e-01,2.81600538e-01
3.40340340e+00,2.94177600e+00,1.05351874e+02,5.50677113e+06,2.34868159e+03,1.18550595e-01,5.83579397e-07,6.00255805e-01,2.81603727e-01
3.50350350e+00,2.93766614e+00,1.10882566e+02,5.49745239e+06,2.34783997e+03,1.18558038e-01,5.83616036e-07,6.00293492e-01,2.81621407e-01
3.60360360e+00,2.93469952e+00,1.14095977e+02,5.48666081e+06,2.34596332e+03,1.18539669e-01,5.83525611e-07,6.00200483e-01,2.81577772e-01
3.70370370e+00,2.93449706e+00,1.15253098e+02,5.47350363e+06,2.34196544e+03,1.18465449e-01,5.83160255e-07,5.99824686e-01,2.81401472e-01
3.80380380e+00,2.93433699e+00,1.15592297e+02,5.47847900e+06,2.34356591e+03,1.18498621e-01,5.83323549e-07,5.99992646e-01,2.81480268e-01
3.90390390e+00,2.93523392e+00,1.16754849e+02,5.47605470e+06,2.34237191e+03,1.18470348e-01,5.83184371e-07,5.99849491e-01,2.81413109e-01
4.00400400e+00,2.93653667e+00,1.19028698e+02,5.49350557e+06,2.34714041e+03,1.18553813e-01,5.83595237e-07,6.00272098e-01,2.81611370e-01
4.10410410e+00,2.93171959e+00,1.25871237e+02,5.48770969e+06,2.34772881e+03,1.18593593e-01,5.83791059e-07,6.00473516e-01,2.81705863e-01
4.20420420e+00,2.92996176e+00,1.33074916e+02,5.46642195e+06,2.34196609e+03,1.18495280e-01,5.83307103e-07,5.99975731e-01,2.81472333e-01
4.30430430e+00,2.93493943e+00,1.36842871e+02,5.48018183e+06,2.34374755e+03,1.18501937e-01,5.83339871e-07,6.00009435e-01,2.81488144e-01
4.40440440e+00,2.94161405e+00,1.40156998e+02,5.49571635e+06,2.34527115e+03,1.18491177e-01,5.83286904e-07,5.99954954e-01,2.81462586e-01
4.50450450e+00,2.94146600e+00,1.39772136e+02,5.49090144e+06,2.34384179e+03,1.18465524e-01,5.83160622e-07,5.99825064e-01,2.81401649e-01
