# x(m), rho(kg/m3), u(m/s), p(Pa), T(K), Y_H2, Y_O2, Y_N2, Y_H2O
0.00000000e+00,4.10127061e+00,-2.74938708e-01,8.69899361e+06,2.66235299e+03,1.18501925e-01,5.83339813e-07,6.00009375e-01,2.81488116e-01
1.00100100e-01,4.10127061e+00,2.74938708e-01,8.69899361e+06,2.66235299e+03,1.18501925e-01,5.83339813e-07,6.00009375e-01,2.81488116e-01
2.00200200e-01,4.10106548e+00,1.01999390e+00,8.69837511e+06,2.66229685e+03,1.18501925e-01,5.83339813e-07,6.00009375e-01,2.81488116e-01
3.00300300e-01,4.10170112e+00,1.88081467e+00,8.70249711e+06,2.66294986e+03,1.18510640e-01,5.83382712e-07,6.00053500e-01,2.81508817e-01
4.00400400e-01,4.10332238e+00,2.53421760e+00,8.70470532e+06,2.66277490e+03,1.18501660e-01,5.83338509e-07,6.00008035e-01,2.81487488e-01
5.00500501e-01,4.10497713e+00,3.61584976e+00,8.71341421e+06,2.66402177e+03,1.18516905e-01,5.83413555e-07,6.00085225e-01,2.81523701e-01
6.00600601e-01,4.10614030e+00,4.76584635e+00,8.71486329e+06,2.66386246e+03,1.18510124e-01,5.83380172e-07,6.00050888e-01,2.81507592e-01
7.00700701e-01,4.10517972e+00,5.75190634e+00,8.71305239e+06,2.66383454e+03,1.18514465e-01,5.83401543e-07,6.00072869e-01,2.81517904e-01
8.00800801e-01,4.10259384e+00,6.98968415e+00,8.70019169e+06,2.66200629e+03,1.18495451e-01,5.83307942e-07,5.99976594e-01,2.81472737e-01
9.00900901e-01,4.09988272e+00,7.36224391e+00,8.69382098e+06,2.66167061e+03,1.18501925e-01,5.83339813e-07,6.00009375e-01,2.81488116e-01
1.00100100e+00,4.09850694e+00,7.79630469e+00,8.68970414e+06,2.66130326e+03,1.18501925e-01,5.83339813e-07,6.00009375e-01,2.81488116e-01
1.10110110e+00,4.09738309e+00,7.75984725e+00,8.68358065e+06,2.66039158e+03,1.18491491e-01,5.83288449e-07,5.99956543e-01,2.81463331e-01
1.20120120e+00,4.09628787e+00,7.55912917e+00,8.68153001e+06,2.66037471e+03,1.18495934e-01,5.83310320e-07,5.99979039e-01,2.81473885e-01
1.30130130e+00,4.09532591e+00,7.53222513e+00,8.68030897e+06,2.66049082e+03,1.18501925e-01,5.83339813e-07,6.00009375e-01,2.81488116e-01
1.40140140e+00,4.09508606e+00,7.77421038e+00,8.67961763e+06,2.66043474e+03,1.18501925e-01,5.83339813e-07,6.00009375e-01,2.81488116e-01
1.50150150e+00,4.09552667e+00,7.92735366e+00,8.68168589e+06,2.66071877e+03,1.18504760e-01,5.83353766e-07,6.00023727e-01,2.81494850e-01
1.60160160e+00,4.09598629e+00,8.17488195e+00,8.68194137e+06,2.66059457e+03,1.18500480e-01,5.83332699e-07,6.00002058e-01,2.81484684e-01
1.70170170e+00,4.09642319e+00,8.53152150e+00,8.68446403e+06,2.66098171e+03,1.18505026e-01,5.83355079e-07,6.00025077e-01,2.81495483e-01
1.80180180e+00,4.09626562e+00,8.78436077e+00,8.68311925e+06,2.66074903e+03,1.18501596e-01,5.83338191e-07,6.00007707e-01,2.81487334e-01
1.90190190e+00,4.09537029e+00,9.08061656e+00,8.68026556e+06,2.66047927e+03,1.18500563e-01,5.83333108e-07,6.00002479e-01,2.81484881e-01
2.00200200e+00,4.09418740e+00,9.42574185e+00,8.67749498e+06,2.66034294e+03,1.18503038e-01,5.83345293e-07,6.00015012e-01,2.81490761e-01
2.10210210e+00,4.09300013e+00,1.00279206e+01,8.67374976e+06,2.65999108e+03,1.18501925e-01,5.83339813e-07,6.00009375e-01,2.81488116e-01
2.20220220e+00,4.09145731e+00,1.09539808e+01,8.66925982e+06,2.65961666e+03,1.18501925e-01,5.83339813e-07,6.00009375e-01,2.81488116e-01
2.30230230e+00,4.08950773e+00,1.18760367e+01,8.66328903e+06,2.65907581e+03,1.18500861e-01,5.83334576e-07,6.00003989e-01,2.81485589e-01
2.40240240e+00,4.08794174e+00,1.26601357e+01,8.66304747e+06,2.65965326e+03,1.18517213e-01,5.83415070e-07,6.00086783e-01,2.81524432e-01
2.50250250e+00,4.08648682e+00,1.29305960e+01,8.65473993e+06,2.65839169e+03,1.18501925e-01,5.83339813e-07,6.00009375e-01,2.81488116e-01
