# x(m), rho(kg/m3), u(m/s), p(Pa), T(K), Y_H2, Y_O2, Y_N2, Y_H2O
0.00000000e+00,4.05002604e+00,-3.86951714e-02,8.54888680e+06,2.64951755e+03,1.18501925e-01,5.83339813e-07,6.00009375e-01,2.81488116e-01
1.00100100e-01,4.05002604e+00,3.86951714e-02,8.54888680e+06,2.64951755e+03,1.18501925e-01,5.83339813e-07,6.00009375e-01,2.81488116e-01
2.00200200e-01,4.04981173e+00,1.86347302e-01,8.54825653e+06,2.64946241e+03,1.18501925e-01,5.83339813e-07,6.00009375e-01,2.81488116e-01
3.00300300e-01,4.04940272e+00,2.35071177e-01,8.54638189e+06,2.64920560e+03,1.18499390e-01,5.83327335e-07,5.99996541e-01,2.81482095e-01
4.00400400e-01,4.04879922e+00,2.44401829e-01,8.54528155e+06,2.64919990e+03,1.18502050e-01,5.83340426e-07,6.00010005e-01,2.81488412e-01
5.00500501e-01,4.04798814e+00,3.16454022e-01,8.54295103e+06,2.64900102e+03,1.18502365e-01,5.83341976e-07,6.00011600e-01,2.81489160e-01
6.00600601e-01,4.04717190e+00,4.86174835e-01,8.54140565e+06,2.64897993e+03,1.18505767e-01,5.83358724e-07,6.00028827e-01,2.81497242e-01
7.00700701e-01,4.04655245e+00,5.21677369e-01,8.53796042e+06,2.64845088e+03,1.18499767e-01,5.83329190e-07,5.99998449e-01,2.81482991e-01
8.00800801e-01,4.04617739e+00,5.52913076e-01,8.53808732e+06,2.64862471e+03,1.18504734e-01,5.83353642e-07,6.00023600e-01,2.81494790e-01
9.00900901e-01,4.04610380e+00,6.63699093e-01,8.53708320e+06,2.64842418e+03,1.18501925e-01,5.83339813e-07,6.00009375e-01,2.81488116e-01
1.00100100e+00,4.04634500e+00,7.01982382e-01,8.53773478e+06,2.64846843e+03,1.18501925e-01,5.83339813e-07,6.00009375e-01,2.81488116e-01
1.10110110e+00,4.04674889e+00,5.93398013e-01,8.53707942e+06,2.64815148e+03,1.18495183e-01,5.83306626e-07,5.99975240e-01,2.81472102e-01
1.20120120e+00,4.04734888e+00,2.85370272e-01,8.53949825e+06,2.64844718e+03,1.18497954e-01,5.83320265e-07,5.99989269e-01,2.81478684e-01
1.30130130e+00,4.04772818e+00,4.64490170e-03,8.54061842e+06,2.64854203e+03,1.18498149e-01,5.83321222e-07,5.99990253e-01,2.81479146e-01
1.40140140e+00,4.04787491e+00,-1.45275118e-01,8.54200794e+06,2.64879250e+03,1.18501925e-01,5.83339813e-07,6.00009375e-01,2.81488116e-01
1.50150150e+00,4.04797259e+00,-1.96505996e-01,8.54202903e+06,2.64875651e+03,1.18500968e-01,5.83335102e-07,6.00004530e-01,2.81485843e-01
1.60160160e+00,4.04783573e+00,-2.25974612e-01,8.54230490e+06,2.64887337e+03,1.18503574e-01,5.83347929e-07,6.00017723e-01,2.81492033e-01
